account,queue,status,changed_datetime
47103,INSOLVENCY,INS2,2025-03-17 00:47:50
52137,LEGAL,HOLD FO,2025-03-17 00:49:53
78078,COLLECTIONS,PRIME,2025-03-17 01:53:46
92221,PAYING,PAY CURR,2025-03-17 02:42:41
90869,PAYING,PAY PROP,2025-03-17 02:59:47
27789,PAYING,PAY CURR,2025-03-17 04:05:16
51216,TRACE,GONEAWAY,2025-03-17 04:05:50
81469,COLLECTIONS,PAY OVER,2025-03-17 06:19:34
48606,PAYING,PAY CURR,2025-03-17 08:15:55
85922,PAYING,PAY CURR,2025-03-17 09:11:58
25635,COLLECTIONS,PAY OVER,2025-03-17 09:27:26
57791,INSOLVENCY,INSP,2025-03-17 10:11:44
93809,LEGAL,LEG VERIF 1,2025-03-17 10:27:15
68126,OTHER,ARCHIVED,2025-03-17 12:51:12
85922,TRACE,GONEAWAY,2025-03-17 15:56:55
94706,INSOLVENCY,INS1,2025-03-17 16:06:35
50973,PAYING,PAY PROP,2025-03-17 18:48:45
25000,LEGAL,LEG_TIT,2025-03-17 21:12:05
35861,OTHER,ARCHIVED,2025-03-17 23:30:59
