account,queue,status,changed_datetime
42494,PAYING,PAY PROP,2024-12-30 00:18:52
45393,OTHER,ARCHIVED,2024-12-30 01:12:39
27543,LEGAL,LEG_NOT,2024-12-30 01:52:02
57417,PAYING,PAY CURR,2024-12-30 03:42:29
74699,COLLECTIONS,CANCEL2,2024-12-30 03:48:09
65864,INSOLVENCY,INS1,2024-12-30 04:57:21
84640,COLLECTIONS,TELSOLUTIONS1,2024-12-30 06:46:26
64713,COLLECTIONS,CANCEL4,2024-12-30 10:19:05
74894,TRACE,GONEAWAY,2024-12-30 11:36:41
90467,PAYING,PAY PROP,2024-12-30 16:10:32
22367,PAYING,PAY CURR,2024-12-30 17:01:14
81634,OTHER,ARCHIVED,2024-12-30 19:56:55
15757,PAYING,PAY PROP,2024-12-30 20:52:43
11254,SETTLED,SETTLED,2024-12-30 20:55:49
58434,LEGAL,HOLD FO,2024-12-30 21:50:45
94400,TRACE,GONEAWAY,2024-12-30 23:16:35
66106,TRACE,GONEAWAY,2024-12-30 23:56:21
86693,LEGAL,HOLD FO,2024-12-30 23:58:34
