account,queue,status,changed_datetime
31903,COLLECTIONS,PAY OVER,2025-08-08 00:39:12
45393,COLLECTIONS,CANCEL4,2025-08-08 02:06:34
66755,PAYING,PAY PROP,2025-08-08 03:01:31
45539,COLLECTIONS,PRIME_D,2025-08-08 05:49:20
77426,SETTLED,SETTLED,2025-08-08 06:22:19
87921,INSOLVENCY,INS1,2025-08-08 07:24:14
19413,COLLECTIONS,PRIME_D,2025-08-08 11:01:26
16628,SETTLED,SETTLED,2025-08-08 11:59:13
44060,LEGAL,LEG_TIT,2025-08-08 14:12:27
34002,LEGAL,HOLD FO,2025-08-08 21:25:22
86646,COLLECTIONS,PAY OVER,2025-08-08 23:30:24
