account,queue,status,changed_datetime
79212,INSOLVENCY,INSP,2025-08-21 00:19:16
92221,LEGAL,HOLD FO,2025-08-21 02:05:12
81634,PAYING,PAY PROP,2025-08-21 02:18:47
17413,SETTLED,SETTLED,2025-08-21 02:49:13
27543,OTHER,ARCHIVED,2025-08-21 05:41:08
47543,PAYING,PAY CURR,2025-08-21 09:14:00
86086,OTHER,ARCHIVED,2025-08-21 10:07:10
14117,COLLECTIONS,PRIME_D,2025-08-21 12:05:58
86650,TRACE,GONEAWAY,2025-08-21 13:30:28
86013,INSOLVENCY,INS4,2025-08-21 13:52:16
17993,SETTLED,SETTLED,2025-08-21 15:57:43
16077,COLLECTIONS,PAY OVER,2025-08-21 17:48:34
80451,COLLECTIONS,CANCEL4,2025-08-21 18:11:38
29623,SETTLED,SETTLED,2025-08-21 20:18:29
45571,PAYING,PAY CURR,2025-08-21 21:23:21
14567,COLLECTIONS,CASSIST2,2025-08-21 21:56:31
94714,SETTLED,SETTLED,2025-08-21 23:40:02
92829,TRACE,GONEAWAY,2025-08-21 23:57:04
