account,queue,status,changed_datetime
73732,PAYING,PAY CURR,2024-12-31 03:50:02
67504,SETTLED,SETTLED,2024-12-31 06:18:51
42247,TRACE,GONEAWAY,2024-12-31 06:21:40
32252,OTHER,ARCHIVED,2024-12-31 06:27:39
65559,INSOLVENCY,INS4,2024-12-31 07:20:54
28442,LEGAL,LEG VERIF 2,2024-12-31 08:29:07
41546,SETTLED,SETTLED,2024-12-31 09:40:43
16628,OTHER,ARCHIVED,2024-12-31 10:11:35
31903,INSOLVENCY,INSP,2024-12-31 11:22:25
36291,TRACE,GONEAWAY,2024-12-31 13:44:11
85173,LEGAL,HOLD FO,2024-12-31 22:43:46
20233,SETTLED,SETTLED,2024-12-31 23:31:04
27223,COLLECTIONS,PAY OVER,2024-12-31 23:52:17
