account,queue,status,changed_datetime
59399,COLLECTIONS,TELSOLUTIONS1,2025-04-07 00:29:32
41546,OTHER,ARCHIVED,2025-04-07 00:45:16
40659,LEGAL,HOLD FO,2025-04-07 04:28:27
77426,TRACE,GONEAWAY,2025-04-07 05:55:11
20457,OTHER,ARCHIVED,2025-04-07 06:38:25
36291,TRACE,GONEAWAY,2025-04-07 07:39:53
95230,PAYING,PAY CURR,2025-04-07 07:52:52
91331,INSOLVENCY,INS1,2025-04-07 08:45:43
72758,TRACE,GONEAWAY,2025-04-07 10:06:15
68861,LEGAL,LEG VERIF 2,2025-04-07 13:19:11
31658,INSOLVENCY,INS1,2025-04-07 14:55:19
89082,TRACE,GONEAWAY,2025-04-07 16:12:06
36459,PAYING,PAY CURR,2025-04-07 16:15:24
47103,PAYING,PAY PROP,2025-04-07 18:38:12
