account,queue,status,changed_datetime
62495,PAYING,PAY PROP,2025-02-11 01:03:47
78416,LEGAL,LEG VERIF 1,2025-02-11 03:00:24
96772,INSOLVENCY,INS3,2025-02-11 05:02:29
21418,LEGAL,HOLD FO,2025-02-11 05:12:44
50515,LEGAL,LEG_NOT,2025-02-11 07:47:59
60947,SETTLED,SETTLED,2025-02-11 10:37:36
80893,PAYING,PAY CURR,2025-02-11 12:13:42
60001,TRACE,GONEAWAY,2025-02-11 14:03:39
36810,TRACE,GONEAWAY,2025-02-11 15:12:17
21453,PAYING,PAY CURR,2025-02-11 17:15:44
61708,SETTLED,SETTLED,2025-02-11 18:59:15
65428,TRACE,GONEAWAY,2025-02-11 19:44:46
25073,INSOLVENCY,INS1,2025-02-11 20:20:01
97918,OTHER,ARCHIVED,2025-02-11 20:43:14
15757,INSOLVENCY,INS1,2025-02-11 20:44:55
63285,PAYING,PAY CURR,2025-02-11 21:24:15
