account,queue,status,changed_datetime
91712,INSOLVENCY,INS3,2024-12-19 05:51:49
77145,LEGAL,LEG_NOT,2024-12-19 06:10:15
13664,LEGAL,LEG_TIT,2024-12-19 06:17:25
57663,INSOLVENCY,INS1,2024-12-19 12:43:42
26686,LEGAL,LEG_NOT,2024-12-19 13:17:05
55047,INSOLVENCY,INS4,2024-12-19 13:33:01
64246,COLLECTIONS,PRIME_D,2024-12-19 16:15:54
33057,PAYING,PAY PROP,2024-12-19 16:50:52
30496,LEGAL,LEG_TIT,2024-12-19 16:51:02
94751,OTHER,ARCHIVED,2024-12-19 16:54:27
99755,SETTLED,SETTLED,2024-12-19 18:01:15
67443,COLLECTIONS,PAY OVER,2024-12-19 18:29:47
