account,queue,status,changed_datetime
47933,TRACE,GONEAWAY,2025-07-04 00:54:26
80893,COLLECTIONS,PAY OVER,2025-07-04 01:25:12
37988,SETTLED,SETTLED,2025-07-04 02:24:55
57663,PAYING,PAY PROP,2025-07-04 03:45:32
83785,TRACE,GONEAWAY,2025-07-04 04:14:40
78633,OTHER,ARCHIVED,2025-07-04 11:22:28
39629,PAYING,PAY CURR,2025-07-04 13:52:14
38921,COLLECTIONS,PRIME,2025-07-04 15:01:09
27800,COLLECTIONS,CANCEL2,2025-07-04 16:02:45
55044,COLLECTIONS,CANCEL4,2025-07-04 17:05:07
32998,LEGAL,LEG VERIF 2,2025-07-04 19:43:14
45153,OTHER,ARCHIVED,2025-07-04 19:55:03
30943,COLLECTIONS,PRIME,2025-07-04 21:37:25
67396,SETTLED,SETTLED,2025-07-04 22:01:41
70437,COLLECTIONS,CASSIST2,2025-07-04 22:26:45
21489,SETTLED,SETTLED,2025-07-04 22:59:47
