account,queue,status,changed_datetime
38921,COLLECTIONS,CANCEL2,2025-03-25 01:10:26
24815,PAYING,PAY CURR,2025-03-25 01:16:46
21418,SETTLED,SETTLED,2025-03-25 02:56:46
30531,LEGAL,LEG_TIT,2025-03-25 04:45:37
13416,LEGAL,LEG VERIF 2,2025-03-25 05:36:37
70629,INSOLVENCY,INS4,2025-03-25 06:00:20
47450,PAYING,PAY PROP,2025-03-25 18:11:23
94706,COLLECTIONS,CANCEL4,2025-03-25 18:51:52
95599,INSOLVENCY,INS3,2025-03-25 19:11:29
82526,OTHER,ARCHIVED,2025-03-25 19:29:22
87921,INSOLVENCY,INSP,2025-03-25 19:53:09
16077,TRACE,GONEAWAY,2025-03-25 19:59:27
86086,LEGAL,LEG_NOT,2025-03-25 20:19:30
83785,TRACE,GONEAWAY,2025-03-25 21:11:28
37781,INSOLVENCY,INS1,2025-03-25 22:29:14
