account,queue,status,changed_datetime
28382,SETTLED,SETTLED,2025-05-03 01:20:37
97918,LEGAL,LEG VERIF 2,2025-05-03 02:28:57
88716,LEGAL,LEG VERIF 1,2025-05-03 03:11:04
82269,COLLECTIONS,PRIME,2025-05-03 04:16:51
32998,OTHER,ARCHIVED,2025-05-03 06:42:11
16198,LEGAL,LEG VERIF 1,2025-05-03 09:34:41
97730,TRACE,GONEAWAY,2025-05-03 10:52:18
62595,COLLECTIONS,PRIME_D,2025-05-03 11:09:19
37988,TRACE,GONEAWAY,2025-05-03 18:15:35
85241,OTHER,ARCHIVED,2025-05-03 20:08:43
36313,INSOLVENCY,INS4,2025-05-03 20:16:15
20457,INSOLVENCY,INS4,2025-05-03 21:20:30
12247,PAYING,PAY CURR,2025-05-03 21:20:48
52697,COLLECTIONS,TELSOLUTIONS4,2025-05-03 22:23:16
