account,queue,status,changed_datetime
60199,INSOLVENCY,INS1,2025-04-25 00:01:30
15757,SETTLED,SETTLED,2025-04-25 00:42:26
98794,OTHER,ARCHIVED,2025-04-25 05:18:51
42252,COLLECTIONS,PRIME,2025-04-25 05:47:52
37988,INSOLVENCY,INS2,2025-04-25 09:18:22
87432,SETTLED,SETTLED,2025-04-25 11:36:36
79279,OTHER,ARCHIVED,2025-04-25 12:00:31
13356,COLLECTIONS,PAY OVER,2025-04-25 12:07:41
61582,TRACE,GONEAWAY,2025-04-25 13:25:17
32552,INSOLVENCY,INSP,2025-04-25 13:59:41
39116,COLLECTIONS,PAY OVER,2025-04-25 14:04:50
75042,TRACE,GONEAWAY,2025-04-25 14:39:17
32252,COLLECTIONS,PRIME_D,2025-04-25 15:16:51
11916,SETTLED,SETTLED,2025-04-25 18:08:35
84211,PAYING,PAY PROP,2025-04-25 19:19:42
