account,queue,status,changed_datetime
83620,PAYING,PAY PROP,2025-11-20 00:49:58
58892,TRACE,GONEAWAY,2025-11-20 01:00:23
22047,LEGAL,HOLD FO,2025-11-20 02:24:24
73332,SETTLED,SETTLED,2025-11-20 02:58:53
94706,INSOLVENCY,INS2,2025-11-20 06:28:51
19086,SETTLED,SETTLED,2025-11-20 09:34:46
86650,COLLECTIONS,CASSIST2,2025-11-20 09:47:26
64246,LEGAL,LEG_NOT,2025-11-20 10:02:19
17320,COLLECTIONS,CASSIST2,2025-11-20 11:52:32
17993,COLLECTIONS,CASSIST2,2025-11-20 12:01:04
10869,TRACE,GONEAWAY,2025-11-20 12:20:58
21418,INSOLVENCY,INS1,2025-11-20 12:36:43
37781,LEGAL,LEG VERIF 1,2025-11-20 13:58:43
95948,SETTLED,SETTLED,2025-11-20 17:32:28
90540,LEGAL,LEG_TIT,2025-11-20 18:41:37
86494,PAYING,PAY CURR,2025-11-20 22:13:23
19372,OTHER,ARCHIVED,2025-11-20 23:15:53
