account,queue,status,changed_datetime
83620,INSOLVENCY,INSP,2025-02-22 04:12:30
58473,TRACE,GONEAWAY,2025-02-22 05:04:41
36459,INSOLVENCY,INS2,2025-02-22 05:09:56
57819,SETTLED,SETTLED,2025-02-22 08:11:12
55047,TRACE,GONEAWAY,2025-02-22 11:44:51
35227,LEGAL,HOLD FO,2025-02-22 13:47:04
86086,LEGAL,HOLD FO,2025-02-22 14:53:30
92829,COLLECTIONS,CANCEL2,2025-02-22 15:04:35
13124,INSOLVENCY,INS3,2025-02-22 16:07:52
13356,LEGAL,LEG VERIF 1,2025-02-22 16:28:07
52137,OTHER,ARCHIVED,2025-02-22 16:33:08
40987,INSOLVENCY,INS1,2025-02-22 17:02:14
57819,LEGAL,HOLD FO,2025-02-22 17:54:26
83652,INSOLVENCY,INS4,2025-02-22 18:16:13
13664,INSOLVENCY,INS3,2025-02-22 19:47:27
45153,TRACE,GONEAWAY,2025-02-22 20:08:01
25000,TRACE,GONEAWAY,2025-02-22 21:17:28
34083,LEGAL,LEG_NOT,2025-02-22 21:54:54
26066,SETTLED,SETTLED,2025-02-22 22:06:24
45153,SETTLED,SETTLED,2025-02-22 22:39:47
