account,queue,status,changed_datetime
26514,COLLECTIONS,CASSIST2,2025-05-05 00:31:02
39629,SETTLED,SETTLED,2025-05-05 02:59:21
54885,PAYING,PAY PROP,2025-05-05 03:30:15
81675,TRACE,GONEAWAY,2025-05-05 04:32:32
39643,COLLECTIONS,PRIME_D,2025-05-05 04:44:54
66755,INSOLVENCY,INS1,2025-05-05 04:53:44
34650,PAYING,PAY CURR,2025-05-05 06:15:27
74670,LEGAL,LEG VERIF 2,2025-05-05 10:19:52
63368,COLLECTIONS,TELSOLUTIONS4,2025-05-05 13:20:10
72758,INSOLVENCY,INSP,2025-05-05 13:37:59
45571,COLLECTIONS,CASSIST2,2025-05-05 14:11:53
40198,TRACE,GONEAWAY,2025-05-05 16:09:25
66138,INSOLVENCY,INS3,2025-05-05 17:14:23
21415,OTHER,ARCHIVED,2025-05-05 17:37:46
63285,TRACE,GONEAWAY,2025-05-05 18:08:19
30746,PAYING,PAY CURR,2025-05-05 18:57:13
25633,LEGAL,LEG_TIT,2025-05-05 20:42:15
60001,INSOLVENCY,INS3,2025-05-05 23:12:18
