account,queue,status,changed_datetime
30531,SETTLED,SETTLED,2025-04-29 00:42:35
62495,SETTLED,SETTLED,2025-04-29 01:14:55
93809,PAYING,PAY PROP,2025-04-29 01:55:45
96772,SETTLED,SETTLED,2025-04-29 02:46:50
13206,TRACE,GONEAWAY,2025-04-29 03:07:11
17821,PAYING,PAY PROP,2025-04-29 03:20:20
90725,TRACE,GONEAWAY,2025-04-29 05:35:38
60840,INSOLVENCY,INS3,2025-04-29 05:46:07
91712,OTHER,ARCHIVED,2025-04-29 06:32:55
54341,LEGAL,LEG VERIF 1,2025-04-29 06:55:26
81634,INSOLVENCY,INS1,2025-04-29 08:34:51
47984,TRACE,GONEAWAY,2025-04-29 11:49:05
13206,OTHER,ARCHIVED,2025-04-29 12:43:13
34629,PAYING,PAY CURR,2025-04-29 19:56:37
21489,SETTLED,SETTLED,2025-04-29 20:26:18
