account,queue,status,changed_datetime
91331,INSOLVENCY,INS3,2025-09-24 01:21:31
95230,OTHER,ARCHIVED,2025-09-24 03:15:23
90725,OTHER,ARCHIVED,2025-09-24 05:14:22
13416,INSOLVENCY,INSP,2025-09-24 07:01:08
14184,SETTLED,SETTLED,2025-09-24 07:48:37
16628,INSOLVENCY,INS4,2025-09-24 10:22:20
94928,TRACE,GONEAWAY,2025-09-24 11:13:04
13883,COLLECTIONS,PAY OVER,2025-09-24 12:09:08
52219,INSOLVENCY,INS3,2025-09-24 14:00:03
83943,TRACE,GONEAWAY,2025-09-24 14:00:49
74428,SETTLED,SETTLED,2025-09-24 17:32:07
42747,INSOLVENCY,INS1,2025-09-24 17:48:22
44502,LEGAL,LEG VERIF 2,2025-09-24 19:20:26
17948,TRACE,GONEAWAY,2025-09-24 19:27:58
94751,PAYING,PAY PROP,2025-09-24 19:43:04
84256,COLLECTIONS,TELSOLUTIONS4,2025-09-24 21:15:33
