account,queue,status,changed_datetime
55047,SETTLED,SETTLED,2025-09-16 01:42:54
82007,SETTLED,SETTLED,2025-09-16 02:04:03
37744,COLLECTIONS,CANCEL2,2025-09-16 02:52:34
66106,SETTLED,SETTLED,2025-09-16 11:32:14
25633,SETTLED,SETTLED,2025-09-16 12:17:54
61934,COLLECTIONS,CANCEL2,2025-09-16 13:07:35
29593,OTHER,ARCHIVED,2025-09-16 14:25:20
89612,INSOLVENCY,INSP,2025-09-16 16:11:13
31658,SETTLED,SETTLED,2025-09-16 17:48:19
74104,COLLECTIONS,CANCEL4,2025-09-16 18:35:35
54296,COLLECTIONS,CANCEL2,2025-09-16 18:55:50
30746,INSOLVENCY,INS2,2025-09-16 22:34:36
52137,COLLECTIONS,CANCEL2,2025-09-16 23:37:21
