account,queue,status,changed_datetime
49999,INSOLVENCY,INS4,2025-01-01 00:27:27
19372,LEGAL,LEG_NOT,2025-01-01 00:40:17
52137,TRACE,GONEAWAY,2025-01-01 01:31:02
83620,TRACE,GONEAWAY,2025-01-01 02:28:39
49171,OTHER,ARCHIVED,2025-01-01 03:48:21
10474,COLLECTIONS,TELSOLUTIONS1,2025-01-01 08:37:12
60663,SETTLED,SETTLED,2025-01-01 12:06:27
46545,INSOLVENCY,INS2,2025-01-01 12:16:26
95324,PAYING,PAY CURR,2025-01-01 14:17:41
48786,COLLECTIONS,TELSOLUTIONS1,2025-01-01 14:38:07
94638,TRACE,GONEAWAY,2025-01-01 16:10:01
43314,INSOLVENCY,INS1,2025-01-01 17:34:47
31658,COLLECTIONS,CANCEL2,2025-01-01 17:54:45
98298,PAYING,PAY PROP,2025-01-01 18:21:02
86556,LEGAL,LEG_TIT,2025-01-01 19:14:56
15248,OTHER,ARCHIVED,2025-01-01 20:42:30
90725,TRACE,GONEAWAY,2025-01-01 21:41:14
