account,queue,status,changed_datetime
32998,LEGAL,LEG_TIT,2025-06-24 00:56:23
65864,TRACE,GONEAWAY,2025-06-24 00:57:23
67701,COLLECTIONS,PRIME,2025-06-24 03:25:53
32252,OTHER,ARCHIVED,2025-06-24 04:36:06
52087,PAYING,PAY CURR,2025-06-24 06:22:29
51596,INSOLVENCY,INS3,2025-06-24 06:41:15
32252,PAYING,PAY PROP,2025-06-24 11:18:30
59791,SETTLED,SETTLED,2025-06-24 11:52:10
61279,OTHER,ARCHIVED,2025-06-24 13:12:45
95274,INSOLVENCY,INS3,2025-06-24 14:55:34
54718,COLLECTIONS,CANCEL2,2025-06-24 16:06:13
97918,SETTLED,SETTLED,2025-06-24 16:26:22
48880,LEGAL,LEG_NOT,2025-06-24 16:31:52
91142,OTHER,ARCHIVED,2025-06-24 21:46:40
