account,queue,status,changed_datetime
30746,OTHER,ARCHIVED,2025-07-12 02:01:29
98172,TRACE,GONEAWAY,2025-07-12 03:03:03
33057,SETTLED,SETTLED,2025-07-12 03:05:41
91658,LEGAL,LEG_TIT,2025-07-12 05:16:01
46588,COLLECTIONS,CANCEL2,2025-07-12 05:31:10
37798,COLLECTIONS,TELSOLUTIONS4,2025-07-12 07:01:54
26168,PAYING,PAY CURR,2025-07-12 11:25:25
69791,COLLECTIONS,PRIME,2025-07-12 13:02:19
86646,TRACE,GONEAWAY,2025-07-12 17:20:02
66463,SETTLED,SETTLED,2025-07-12 18:07:56
59505,SETTLED,SETTLED,2025-07-12 22:55:04
