account,queue,status,changed_datetime
41740,OTHER,ARCHIVED,2025-06-16 00:13:49
93890,SETTLED,SETTLED,2025-06-16 01:53:40
53131,COLLECTIONS,CANCEL4,2025-06-16 02:31:56
22367,COLLECTIONS,TELSOLUTIONS1,2025-06-16 02:47:47
96035,PAYING,PAY CURR,2025-06-16 03:53:24
32687,COLLECTIONS,CASSIST2,2025-06-16 08:51:39
82526,SETTLED,SETTLED,2025-06-16 09:50:44
80893,TRACE,GONEAWAY,2025-06-16 11:08:12
58473,TRACE,GONEAWAY,2025-06-16 11:53:00
23780,TRACE,GONEAWAY,2025-06-16 12:26:34
25073,LEGAL,LEG_TIT,2025-06-16 13:13:53
70180,SETTLED,SETTLED,2025-06-16 14:46:22
83051,COLLECTIONS,PRIME_D,2025-06-16 15:51:26
26742,TRACE,GONEAWAY,2025-06-16 18:12:16
40079,LEGAL,LEG_NOT,2025-06-16 18:34:45
45393,OTHER,ARCHIVED,2025-06-16 19:03:01
46992,INSOLVENCY,INS1,2025-06-16 19:13:51
81675,LEGAL,LEG_TIT,2025-06-16 20:17:00
52609,LEGAL,HOLD FO,2025-06-16 22:28:41
