account,queue,status,month,day
85869,PAYING,PAY PROP,10,05
93809,INSOLVENCY,INS3,10,05
62345,SETTLED,SETTLED,10,05
13861,SETTLED,SETTLED,10,05
42252,COLLECTIONS,TELSOLUTIONS4,10,05
22385,PAYING,PAY PROP,10,05
60001,INSOLVENCY,INS4,10,05
62106,SETTLED,SETTLED,10,05
68126,OTHER,ARCHIVED,10,05
32252,TRACE,GONEAWAY,10,05
91142,SETTLED,SETTLED,10,05
29836,COLLECTIONS,TELSOLUTIONS4,10,05
13057,SETTLED,SETTLED,10,05
21399,TRACE,GONEAWAY,10,05
72758,COLLECTIONS,PRIME,10,05
20307,COLLECTIONS,CASSIST2,10,05
43314,COLLECTIONS,PRIME,10,05
19086,INSOLVENCY,INSP,10,05
54275,PAYING,PAY PROP,10,05
34177,INSOLVENCY,INS1,10,05
43403,LEGAL,LEG_TIT,10,05
77426,LEGAL,LEG_NOT,10,05
98909,INSOLVENCY,INS1,10,05
95157,OTHER,ARCHIVED,10,05
49999,OTHER,ARCHIVED,10,05
94956,SETTLED,SETTLED,10,05
19372,COLLECTIONS,PAY OVER,10,05
85466,SETTLED,SETTLED,10,05
83652,SETTLED,SETTLED,10,05
63099,SETTLED,SETTLED,10,05
67396,SETTLED,SETTLED,10,05
64136,COLLECTIONS,PRIME_D,10,05
23982,PAYING,PAY CURR,10,05
47862,LEGAL,LEG_NOT,10,05
11254,PAYING,PAY PROP,10,05
11916,COLLECTIONS,PAY OVER,10,05
68436,SETTLED,SETTLED,10,05
87921,LEGAL,LEG_TIT,10,05
28382,TRACE,GONEAWAY,10,05
98172,SETTLED,SETTLED,10,05
67687,TRACE,GONEAWAY,10,05
28442,PAYING,PAY CURR,10,05
45393,INSOLVENCY,INS3,10,05
46662,LEGAL,HOLD FO,10,05
40733,INSOLVENCY,INS4,10,05
26066,PAYING,PAY PROP,10,05
95599,LEGAL,LEG VERIF 1,10,05
86556,TRACE,GONEAWAY,10,05
55047,INSOLVENCY,INS2,10,05
69313,PAYING,PAY CURR,10,05
62595,INSOLVENCY,INS4,10,05
55044,LEGAL,HOLD FO,10,05
36810,PAYING,PAY PROP,10,05
52017,SETTLED,SETTLED,10,05
58434,TRACE,GONEAWAY,10,05
77513,TRACE,GONEAWAY,10,05
26096,OTHER,ARCHIVED,10,05
58064,TRACE,GONEAWAY,10,05
39629,TRACE,GONEAWAY,10,05
73556,SETTLED,SETTLED,10,05
37781,INSOLVENCY,INS1,10,05
62836,OTHER,ARCHIVED,10,05
82789,OTHER,ARCHIVED,10,05
26232,COLLECTIONS,PRIME_D,10,05
42247,PAYING,PAY PROP,10,05
40540,TRACE,GONEAWAY,10,05
64713,SETTLED,SETTLED,10,05
59791,INSOLVENCY,INS4,10,05
93496,OTHER,ARCHIVED,10,05
91537,INSOLVENCY,INS3,10,05
37988,SETTLED,SETTLED,10,05
77917,PAYING,PAY PROP,10,05
14567,OTHER,ARCHIVED,10,05
11356,COLLECTIONS,TELSOLUTIONS4,10,05
26742,COLLECTIONS,PRIME_D,10,05
35504,LEGAL,LEG VERIF 2,10,05
10869,COLLECTIONS,TELSOLUTIONS4,10,05
52137,COLLECTIONS,CANCEL2,10,05
97661,LEGAL,LEG VERIF 1,10,05
76500,LEGAL,HOLD FO,10,05
44286,INSOLVENCY,INS1,10,05
16402,TRACE,GONEAWAY,10,05
82526,SETTLED,SETTLED,10,05
54549,TRACE,GONEAWAY,10,05
95324,PAYING,PAY PROP,10,05
28504,OTHER,ARCHIVED,10,05
34083,PAYING,PAY CURR,10,05
21415,SETTLED,SETTLED,10,05
14184,SETTLED,SETTLED,10,05
31233,COLLECTIONS,PAY OVER,10,05
60048,PAYING,PAY CURR,10,05
81469,LEGAL,LEG_NOT,10,05
27223,COLLECTIONS,TELSOLUTIONS1,10,05
48354,OTHER,ARCHIVED,10,05
66755,SETTLED,SETTLED,10,05
44060,LEGAL,LEG_NOT,10,05
