account,queue,status,changed_datetime
11916,OTHER,ARCHIVED,2025-05-04 02:01:31
55047,COLLECTIONS,CANCEL2,2025-05-04 03:49:57
46545,INSOLVENCY,INS4,2025-05-04 04:54:14
88333,SETTLED,SETTLED,2025-05-04 05:58:54
10869,PAYING,PAY PROP,2025-05-04 06:32:49
80451,LEGAL,HOLD FO,2025-05-04 06:38:20
47801,LEGAL,HOLD FO,2025-05-04 06:50:14
67504,PAYING,PAY PROP,2025-05-04 10:16:44
95324,OTHER,ARCHIVED,2025-05-04 11:32:30
70219,TRACE,GONEAWAY,2025-05-04 12:17:22
54765,TRACE,GONEAWAY,2025-05-04 13:04:52
44476,TRACE,GONEAWAY,2025-05-04 14:30:09
48880,SETTLED,SETTLED,2025-05-04 15:46:08
41546,OTHER,ARCHIVED,2025-05-04 17:33:09
78528,COLLECTIONS,CASSIST2,2025-05-04 17:39:00
