account,queue,status,changed_datetime
47857,PAYING,PAY PROP,2025-11-07 03:17:00
94928,PAYING,PAY CURR,2025-11-07 04:11:28
34002,PAYING,PAY PROP,2025-11-07 06:21:59
30943,INSOLVENCY,INS3,2025-11-07 07:13:04
66216,PAYING,PAY CURR,2025-11-07 09:01:58
98794,TRACE,GONEAWAY,2025-11-07 09:22:14
78633,INSOLVENCY,INS3,2025-11-07 13:38:43
27223,TRACE,GONEAWAY,2025-11-07 14:27:06
91402,OTHER,ARCHIVED,2025-11-07 14:30:16
13664,LEGAL,LEG VERIF 1,2025-11-07 15:43:36
60048,TRACE,GONEAWAY,2025-11-07 16:02:05
80451,INSOLVENCY,INS4,2025-11-07 17:03:19
10388,TRACE,GONEAWAY,2025-11-07 17:53:06
84118,PAYING,PAY PROP,2025-11-07 18:18:31
94193,LEGAL,HOLD FO,2025-11-07 19:11:35
62836,OTHER,ARCHIVED,2025-11-07 20:38:49
91001,INSOLVENCY,INS1,2025-11-07 21:21:52
