account,queue,status,changed_datetime
21489,LEGAL,LEG VERIF 2,2025-08-26 02:12:51
63285,PAYING,PAY PROP,2025-08-26 04:12:50
33783,SETTLED,SETTLED,2025-08-26 04:35:21
27223,LEGAL,LEG_NOT,2025-08-26 06:11:50
83051,COLLECTIONS,PRIME,2025-08-26 06:24:49
82007,INSOLVENCY,INSP,2025-08-26 06:35:31
75042,SETTLED,SETTLED,2025-08-26 06:56:52
27789,COLLECTIONS,PRIME_D,2025-08-26 09:34:12
78528,COLLECTIONS,PRIME,2025-08-26 09:56:21
60663,LEGAL,HOLD FO,2025-08-26 09:56:53
47543,TRACE,GONEAWAY,2025-08-26 10:18:57
23982,PAYING,PAY PROP,2025-08-26 11:28:29
31463,OTHER,ARCHIVED,2025-08-26 12:07:03
52017,LEGAL,LEG_NOT,2025-08-26 15:03:35
59505,SETTLED,SETTLED,2025-08-26 17:06:30
45495,COLLECTIONS,TELSOLUTIONS4,2025-08-26 19:41:50
51246,COLLECTIONS,PRIME,2025-08-26 20:32:13
