account,queue,status,changed_datetime
42494,OTHER,ARCHIVED,2025-06-17 00:17:20
60048,OTHER,ARCHIVED,2025-06-17 03:35:38
95232,COLLECTIONS,CANCEL2,2025-06-17 07:59:17
85557,OTHER,ARCHIVED,2025-06-17 08:09:26
84455,SETTLED,SETTLED,2025-06-17 08:35:23
17948,COLLECTIONS,CANCEL2,2025-06-17 17:16:00
95274,LEGAL,LEG_TIT,2025-06-17 18:16:59
51089,LEGAL,HOLD FO,2025-06-17 18:23:30
62345,TRACE,GONEAWAY,2025-06-17 19:40:24
78528,PAYING,PAY CURR,2025-06-17 21:18:45
55044,LEGAL,LEG_TIT,2025-06-17 22:14:27
86013,SETTLED,SETTLED,2025-06-17 23:26:59
