account,queue,status,changed_datetime
77513,LEGAL,LEG_NOT,2025-02-18 00:39:19
69791,PAYING,PAY CURR,2025-02-18 01:15:22
49999,TRACE,GONEAWAY,2025-02-18 02:56:02
42371,INSOLVENCY,INS1,2025-02-18 04:53:03
33347,PAYING,PAY PROP,2025-02-18 05:51:18
10180,COLLECTIONS,TELSOLUTIONS1,2025-02-18 07:51:39
20307,PAYING,PAY CURR,2025-02-18 11:34:46
86556,LEGAL,HOLD FO,2025-02-18 11:49:52
69313,COLLECTIONS,TELSOLUTIONS1,2025-02-18 12:21:01
84211,INSOLVENCY,INS2,2025-02-18 13:18:27
34083,COLLECTIONS,PRIME,2025-02-18 21:22:02
77521,COLLECTIONS,CANCEL2,2025-02-18 23:09:10
