account,queue,status,changed_datetime
48354,LEGAL,LEG VERIF 2,2025-08-11 00:35:24
10506,LEGAL,LEG VERIF 2,2025-08-11 00:53:08
63285,COLLECTIONS,CANCEL4,2025-08-11 02:25:30
59639,LEGAL,LEG_TIT,2025-08-11 02:47:06
31527,LEGAL,LEG VERIF 1,2025-08-11 03:30:23
68861,LEGAL,LEG_TIT,2025-08-11 05:36:59
49171,PAYING,PAY PROP,2025-08-11 05:50:03
77262,COLLECTIONS,CANCEL2,2025-08-11 06:13:42
18486,LEGAL,LEG VERIF 1,2025-08-11 06:18:54
60840,OTHER,ARCHIVED,2025-08-11 07:29:54
71242,INSOLVENCY,INS2,2025-08-11 10:23:29
13989,OTHER,ARCHIVED,2025-08-11 12:15:37
82007,SETTLED,SETTLED,2025-08-11 13:45:16
65428,LEGAL,LEG_TIT,2025-08-11 16:13:54
96035,OTHER,ARCHIVED,2025-08-11 17:38:13
85441,COLLECTIONS,CASSIST2,2025-08-11 20:56:23
34177,INSOLVENCY,INS2,2025-08-11 22:05:32
52609,LEGAL,LEG VERIF 1,2025-08-11 22:06:20
