account,queue,status,changed_datetime
49823,OTHER,ARCHIVED,2025-10-14 01:00:49
10388,PAYING,PAY CURR,2025-10-14 01:27:00
39629,TRACE,GONEAWAY,2025-10-14 01:50:10
26066,PAYING,PAY PROP,2025-10-14 03:31:31
36810,PAYING,PAY PROP,2025-10-14 06:05:49
95230,INSOLVENCY,INSP,2025-10-14 06:31:53
98794,PAYING,PAY CURR,2025-10-14 07:25:29
82526,PAYING,PAY CURR,2025-10-14 10:28:01
31658,PAYING,PAY PROP,2025-10-14 15:19:04
42247,PAYING,PAY PROP,2025-10-14 17:01:55
42371,PAYING,PAY CURR,2025-10-14 21:24:15
91710,LEGAL,LEG_TIT,2025-10-14 22:04:04
47532,COLLECTIONS,CASSIST2,2025-10-14 22:32:07
25000,OTHER,ARCHIVED,2025-10-14 23:48:24
