account,queue,status,month,day
35227,COLLECTIONS,CANCEL4,11,05
90869,TRACE,GONEAWAY,11,05
44060,OTHER,ARCHIVED,11,05
43882,COLLECTIONS,CASSIST2,11,05
86646,SETTLED,SETTLED,11,05
92829,OTHER,ARCHIVED,11,05
15248,PAYING,PAY PROP,11,05
52219,OTHER,ARCHIVED,11,05
45539,LEGAL,HOLD FO,11,05
31903,OTHER,ARCHIVED,11,05
72758,PAYING,PAY CURR,11,05
74428,PAYING,PAY CURR,11,05
47933,COLLECTIONS,CANCEL4,11,05
92221,OTHER,ARCHIVED,11,05
76500,PAYING,PAY CURR,11,05
14961,SETTLED,SETTLED,11,05
56539,TRACE,GONEAWAY,11,05
65864,SETTLED,SETTLED,11,05
36459,INSOLVENCY,INS2,11,05
26168,PAYING,PAY CURR,11,05
63285,OTHER,ARCHIVED,11,05
95324,LEGAL,LEG_NOT,11,05
19099,LEGAL,LEG_TIT,11,05
71914,TRACE,GONEAWAY,11,05
50973,TRACE,GONEAWAY,11,05
97730,LEGAL,HOLD FO,11,05
30943,INSOLVENCY,INS3,11,05
63099,SETTLED,SETTLED,11,05
97661,LEGAL,LEG_TIT,11,05
53131,INSOLVENCY,INS1,11,05
15004,SETTLED,SETTLED,11,05
55886,PAYING,PAY CURR,11,05
20233,PAYING,PAY CURR,11,05
36810,SETTLED,SETTLED,11,05
31233,PAYING,PAY CURR,11,05
55047,LEGAL,LEG VERIF 1,11,05
11352,LEGAL,LEG_TIT,11,05
61279,SETTLED,SETTLED,11,05
62836,OTHER,ARCHIVED,11,05
48880,PAYING,PAY PROP,11,05
84640,PAYING,PAY PROP,11,05
63538,SETTLED,SETTLED,11,05
94714,COLLECTIONS,PRIME_D,11,05
58473,TRACE,GONEAWAY,11,05
45393,INSOLVENCY,INS2,11,05
84211,PAYING,PAY CURR,11,05
42494,COLLECTIONS,PRIME,11,05
33376,COLLECTIONS,PAY OVER,11,05
19986,LEGAL,LEG_NOT,11,05
77513,COLLECTIONS,CASSIST2,11,05
84455,TRACE,GONEAWAY,11,05
80893,INSOLVENCY,INS2,11,05
27620,OTHER,ARCHIVED,11,05
20457,PAYING,PAY PROP,11,05
41979,COLLECTIONS,CASSIST2,11,05
13057,INSOLVENCY,INS2,11,05
30746,INSOLVENCY,INS3,11,05
61708,SETTLED,SETTLED,11,05
48786,PAYING,PAY CURR,11,05
73732,LEGAL,LEG VERIF 1,11,05
47801,INSOLVENCY,INSP,11,05
47857,PAYING,PAY PROP,11,05
94928,PAYING,PAY CURR,11,05
34002,COLLECTIONS,CANCEL4,11,05
66216,PAYING,PAY CURR,11,05
98794,TRACE,GONEAWAY,11,05
