account,queue,status,changed_datetime
94400,LEGAL,LEG VERIF 1,2025-10-20 00:01:10
15757,COLLECTIONS,TELSOLUTIONS1,2025-10-20 00:56:36
72838,OTHER,ARCHIVED,2025-10-20 01:43:23
67701,COLLECTIONS,TELSOLUTIONS4,2025-10-20 02:23:33
50515,LEGAL,LEG VERIF 1,2025-10-20 02:39:49
86543,LEGAL,LEG VERIF 2,2025-10-20 04:21:21
33347,OTHER,ARCHIVED,2025-10-20 06:15:21
90725,OTHER,ARCHIVED,2025-10-20 07:46:47
88060,LEGAL,LEG_TIT,2025-10-20 08:16:25
31527,TRACE,GONEAWAY,2025-10-20 12:24:26
33347,OTHER,ARCHIVED,2025-10-20 13:51:42
85869,SETTLED,SETTLED,2025-10-20 19:20:01
54296,INSOLVENCY,INS1,2025-10-20 19:24:21
61550,TRACE,GONEAWAY,2025-10-20 22:22:59
47103,INSOLVENCY,INS3,2025-10-20 23:31:53
