account,queue,status,month,day
26686,PAYING,PAY PROP,11,05
48388,OTHER,ARCHIVED,11,05
81634,COLLECTIONS,CANCEL2,11,05
39776,INSOLVENCY,INS4,11,05
70437,LEGAL,LEG VERIF 2,11,05
25635,INSOLVENCY,INSP,11,05
72278,INSOLVENCY,INS1,11,05
43314,INSOLVENCY,INSP,11,05
77262,LEGAL,LEG VERIF 2,11,05
68484,OTHER,ARCHIVED,11,05
54341,LEGAL,HOLD FO,11,05
25733,PAYING,PAY CURR,11,05
83776,PAYING,PAY PROP,11,05
10506,OTHER,ARCHIVED,11,05
54275,COLLECTIONS,CANCEL4,11,05
78353,OTHER,ARCHIVED,11,05
91558,SETTLED,SETTLED,11,05
85922,OTHER,ARCHIVED,11,05
44476,TRACE,GONEAWAY,11,05
15757,SETTLED,SETTLED,11,05
55044,LEGAL,HOLD FO,11,05
26918,INSOLVENCY,INS4,11,05
11916,COLLECTIONS,TELSOLUTIONS1,11,05
91710,PAYING,PAY PROP,11,05
15004,INSOLVENCY,INS4,11,05
40659,OTHER,ARCHIVED,11,05
98254,SETTLED,SETTLED,11,05
43882,INSOLVENCY,INS4,11,05
54718,SETTLED,SETTLED,11,05
61582,OTHER,ARCHIVED,11,05
60011,COLLECTIONS,PAY OVER,11,05
94400,INSOLVENCY,INS1,11,05
92221,INSOLVENCY,INSP,11,05
46992,SETTLED,SETTLED,11,05
91142,COLLECTIONS,TELSOLUTIONS1,11,05
