account,queue,status,changed_datetime
87813,PAYING,PAY PROP,2024-12-25 00:18:23
62106,TRACE,GONEAWAY,2024-12-25 02:15:32
38899,SETTLED,SETTLED,2024-12-25 02:20:50
56961,TRACE,GONEAWAY,2024-12-25 03:47:02
54275,TRACE,GONEAWAY,2024-12-25 04:47:58
89612,INSOLVENCY,INS1,2024-12-25 05:12:19
52087,INSOLVENCY,INS2,2024-12-25 05:40:24
52609,COLLECTIONS,PRIME_D,2024-12-25 06:15:17
78528,PAYING,PAY CURR,2024-12-25 06:32:00
11254,SETTLED,SETTLED,2024-12-25 09:23:57
35227,OTHER,ARCHIVED,2024-12-25 12:48:19
88706,SETTLED,SETTLED,2024-12-25 15:19:07
93809,PAYING,PAY PROP,2024-12-25 15:48:24
28504,OTHER,ARCHIVED,2024-12-25 16:41:25
11356,OTHER,ARCHIVED,2024-12-25 17:49:56
29836,OTHER,ARCHIVED,2024-12-25 20:57:24
47808,TRACE,GONEAWAY,2024-12-25 21:50:30
14961,TRACE,GONEAWAY,2024-12-25 23:37:27
