account,queue,status,month,day
19099,SETTLED,SETTLED,06,05
86013,SETTLED,SETTLED,06,05
32832,TRACE,GONEAWAY,06,05
84640,INSOLVENCY,INS4,06,05
72340,PAYING,PAY CURR,06,05
31463,OTHER,ARCHIVED,06,05
64070,COLLECTIONS,TELSOLUTIONS4,06,05
40733,INSOLVENCY,INS3,06,05
49999,COLLECTIONS,TELSOLUTIONS1,06,05
77356,LEGAL,LEG_NOT,06,05
57726,COLLECTIONS,CANCEL4,06,05
95232,COLLECTIONS,CANCEL2,06,05
40198,COLLECTIONS,PRIME,06,05
57819,LEGAL,LEG_TIT,06,05
29836,SETTLED,SETTLED,06,05
85557,OTHER,ARCHIVED,06,05
59502,SETTLED,SETTLED,06,05
14006,INSOLVENCY,INS1,06,05
87813,LEGAL,LEG VERIF 2,06,05
35861,INSOLVENCY,INSP,06,05
15757,TRACE,GONEAWAY,06,05
36810,TRACE,GONEAWAY,06,05
60001,INSOLVENCY,INSP,06,05
78416,TRACE,GONEAWAY,06,05
33347,INSOLVENCY,INS1,06,05
10869,SETTLED,SETTLED,06,05
79212,COLLECTIONS,PRIME,06,05
98794,LEGAL,LEG_NOT,06,05
85241,TRACE,GONEAWAY,06,05
85441,OTHER,ARCHIVED,06,05
26514,LEGAL,HOLD FO,06,05
60840,COLLECTIONS,CANCEL4,06,05
32687,COLLECTIONS,TELSOLUTIONS1,06,05
47532,COLLECTIONS,PAY OVER,06,05
13416,COLLECTIONS,CASSIST2,06,05
57417,COLLECTIONS,TELSOLUTIONS4,06,05
65773,COLLECTIONS,PRIME,06,05
29210,INSOLVENCY,INS2,06,05
98849,LEGAL,HOLD FO,06,05
34002,LEGAL,LEG VERIF 1,06,05
45548,SETTLED,SETTLED,06,05
67701,COLLECTIONS,PRIME,06,05
91558,COLLECTIONS,CASSIST2,06,05
65156,INSOLVENCY,INSP,06,05
82487,TRACE,GONEAWAY,06,05
70629,PAYING,PAY CURR,06,05
11449,PAYING,PAY CURR,06,05
21698,INSOLVENCY,INS2,06,05
59505,LEGAL,HOLD FO,06,05
34083,LEGAL,HOLD FO,06,05
53017,COLLECTIONS,PRIME,06,05
63538,COLLECTIONS,PRIME,06,05
88716,SETTLED,SETTLED,06,05
29600,PAYING,PAY PROP,06,05
99694,SETTLED,SETTLED,06,05
40079,INSOLVENCY,INS3,06,05
63368,LEGAL,HOLD FO,06,05
85922,PAYING,PAY PROP,06,05
63223,COLLECTIONS,CANCEL2,06,05
46155,INSOLVENCY,INS1,06,05
75723,OTHER,ARCHIVED,06,05
73556,OTHER,ARCHIVED,06,05
61279,OTHER,ARCHIVED,06,05
78633,INSOLVENCY,INS2,06,05
59399,COLLECTIONS,TELSOLUTIONS1,06,05
98909,INSOLVENCY,INS2,06,05
50515,SETTLED,SETTLED,06,05
91678,OTHER,ARCHIVED,06,05
85043,LEGAL,LEG VERIF 1,06,05
34629,INSOLVENCY,INS4,06,05
92255,INSOLVENCY,INS4,06,05
98254,OTHER,ARCHIVED,06,05
13356,LEGAL,LEG VERIF 1,06,05
69833,INSOLVENCY,INS1,06,05
35919,LEGAL,HOLD FO,06,05
10388,PAYING,PAY CURR,06,05
44286,LEGAL,HOLD FO,06,05
28504,COLLECTIONS,TELSOLUTIONS4,06,05
45495,COLLECTIONS,PAY OVER,06,05
21453,OTHER,ARCHIVED,06,05
10180,OTHER,ARCHIVED,06,05
21415,PAYING,PAY CURR,06,05
28382,TRACE,GONEAWAY,06,05
48388,OTHER,ARCHIVED,06,05
17346,COLLECTIONS,TELSOLUTIONS1,06,05
35401,OTHER,ARCHIVED,06,05
10474,PAYING,PAY PROP,06,05
34177,COLLECTIONS,TELSOLUTIONS4,06,05
68436,OTHER,ARCHIVED,06,05
94751,COLLECTIONS,TELSOLUTIONS1,06,05
50973,COLLECTIONS,CASSIST2,06,05
83785,SETTLED,SETTLED,06,05
37744,TRACE,GONEAWAY,06,05
77426,TRACE,GONEAWAY,06,05
15680,INSOLVENCY,INS2,06,05
39643,COLLECTIONS,CANCEL4,06,05
40659,PAYING,PAY PROP,06,05
58120,COLLECTIONS,PAY OVER,06,05
21418,PAYING,PAY CURR,06,05
62836,TRACE,GONEAWAY,06,05
13787,SETTLED,SETTLED,06,05
40987,SETTLED,SETTLED,06,05
73732,TRACE,GONEAWAY,06,05
62595,OTHER,ARCHIVED,06,05
22367,COLLECTIONS,TELSOLUTIONS1,06,05
41740,OTHER,ARCHIVED,06,05
93890,SETTLED,SETTLED,06,05
53131,SETTLED,SETTLED,06,05
96035,PAYING,PAY CURR,06,05
82526,SETTLED,SETTLED,06,05
80893,TRACE,GONEAWAY,06,05
58473,TRACE,GONEAWAY,06,05
23780,TRACE,GONEAWAY,06,05
25073,LEGAL,LEG_TIT,06,05
70180,SETTLED,SETTLED,06,05
83051,SETTLED,SETTLED,06,05
26742,SETTLED,SETTLED,06,05
45393,OTHER,ARCHIVED,06,05
46992,INSOLVENCY,INS1,06,05
81675,LEGAL,LEG_TIT,06,05
52609,COLLECTIONS,CANCEL4,06,05
42494,OTHER,ARCHIVED,06,05
60048,OTHER,ARCHIVED,06,05
84455,INSOLVENCY,INS2,06,05
17948,COLLECTIONS,CANCEL2,06,05
95274,LEGAL,LEG_NOT,06,05
51089,LEGAL,HOLD FO,06,05
62345,TRACE,GONEAWAY,06,05
78528,PAYING,PAY CURR,06,05
55044,LEGAL,LEG_TIT,06,05
24213,PAYING,PAY PROP,06,05
37798,PAYING,PAY PROP,06,05
79521,LEGAL,HOLD FO,06,05
25633,COLLECTIONS,CANCEL4,06,05
21489,TRACE,GONEAWAY,06,05
88213,LEGAL,LEG_NOT,06,05
74894,COLLECTIONS,CANCEL4,06,05
52087,PAYING,PAY CURR,06,05
57791,INSOLVENCY,INS1,06,05
92889,SETTLED,SETTLED,06,05
89612,TRACE,GONEAWAY,06,05
56961,PAYING,PAY PROP,06,05
31172,COLLECTIONS,CANCEL4,06,05
25000,PAYING,PAY CURR,06,05
47857,TRACE,GONEAWAY,06,05
26096,INSOLVENCY,INS2,06,05
