account,queue,status,changed_datetime
65559,COLLECTIONS,CANCEL4,2025-09-13 01:09:40
35861,TRACE,GONEAWAY,2025-09-13 06:29:45
94928,PAYING,PAY PROP,2025-09-13 06:38:51
74670,SETTLED,SETTLED,2025-09-13 08:05:39
63368,COLLECTIONS,PRIME_D,2025-09-13 08:45:27
25733,SETTLED,SETTLED,2025-09-13 09:18:59
17993,COLLECTIONS,CANCEL4,2025-09-13 10:38:24
20307,LEGAL,LEG_TIT,2025-09-13 12:56:25
33347,LEGAL,LEG VERIF 1,2025-09-13 13:23:57
61582,LEGAL,HOLD FO,2025-09-13 13:53:42
19523,TRACE,GONEAWAY,2025-09-13 14:02:31
95157,COLLECTIONS,PRIME_D,2025-09-13 14:30:23
73980,SETTLED,SETTLED,2025-09-13 14:35:44
94751,TRACE,GONEAWAY,2025-09-13 14:49:03
65428,SETTLED,SETTLED,2025-09-13 16:12:37
41979,SETTLED,SETTLED,2025-09-13 16:56:55
66755,PAYING,PAY CURR,2025-09-13 17:54:41
99755,LEGAL,LEG_NOT,2025-09-13 20:48:45
52436,INSOLVENCY,INS2,2025-09-13 21:00:51
39629,TRACE,GONEAWAY,2025-09-13 22:43:27
