account,queue,status,changed_datetime
82324,LEGAL,LEG VERIF 2,2025-04-22 01:25:21
62106,OTHER,ARCHIVED,2025-04-22 01:55:36
44289,COLLECTIONS,PAY OVER,2025-04-22 08:31:36
17993,INSOLVENCY,INS2,2025-04-22 08:41:44
86013,OTHER,ARCHIVED,2025-04-22 11:39:10
62377,INSOLVENCY,INS1,2025-04-22 12:54:11
48606,SETTLED,SETTLED,2025-04-22 14:36:08
17948,LEGAL,LEG_NOT,2025-04-22 15:32:56
78528,LEGAL,LEG VERIF 2,2025-04-22 16:53:41
58984,INSOLVENCY,INSP,2025-04-22 18:01:04
58473,PAYING,PAY PROP,2025-04-22 19:52:47
55200,COLLECTIONS,CANCEL2,2025-04-22 22:45:55
31463,OTHER,ARCHIVED,2025-04-22 22:50:59
45393,SETTLED,SETTLED,2025-04-22 23:01:22
87813,OTHER,ARCHIVED,2025-04-22 23:03:47
