account,queue,status,changed_datetime
66755,SETTLED,SETTLED,2025-10-21 00:13:56
84455,OTHER,ARCHIVED,2025-10-21 01:30:39
77395,TRACE,GONEAWAY,2025-10-21 05:08:26
42747,TRACE,GONEAWAY,2025-10-21 06:20:15
26686,LEGAL,LEG_TIT,2025-10-21 06:44:06
29593,TRACE,GONEAWAY,2025-10-21 07:43:54
82324,LEGAL,LEG VERIF 2,2025-10-21 09:33:01
13861,SETTLED,SETTLED,2025-10-21 10:00:09
41979,COLLECTIONS,CASSIST2,2025-10-21 10:11:50
16198,INSOLVENCY,INSP,2025-10-21 12:09:28
99694,OTHER,ARCHIVED,2025-10-21 12:44:28
86086,TRACE,GONEAWAY,2025-10-21 13:31:15
32832,INSOLVENCY,INSP,2025-10-21 16:25:58
89178,COLLECTIONS,PAY OVER,2025-10-21 18:47:19
71048,TRACE,GONEAWAY,2025-10-21 19:04:33
59639,PAYING,PAY PROP,2025-10-21 19:24:44
23982,PAYING,PAY CURR,2025-10-21 20:34:30
42747,TRACE,GONEAWAY,2025-10-21 21:17:50
23780,PAYING,PAY CURR,2025-10-21 23:29:16
19099,COLLECTIONS,PRIME,2025-10-21 23:55:01
