account,queue,status,changed_datetime
41740,PAYING,PAY CURR,2025-03-23 00:07:55
97918,INSOLVENCY,INS2,2025-03-23 00:56:51
35919,TRACE,GONEAWAY,2025-03-23 01:13:29
37988,PAYING,PAY CURR,2025-03-23 02:23:31
70180,SETTLED,SETTLED,2025-03-23 03:22:36
78633,PAYING,PAY CURR,2025-03-23 09:53:09
94193,INSOLVENCY,INS1,2025-03-23 11:33:10
93496,INSOLVENCY,INS4,2025-03-23 11:52:34
13664,COLLECTIONS,PRIME,2025-03-23 15:03:20
62495,INSOLVENCY,INSP,2025-03-23 15:38:46
44476,INSOLVENCY,INS4,2025-03-23 16:17:37
58892,PAYING,PAY PROP,2025-03-23 17:52:50
55558,PAYING,PAY PROP,2025-03-23 22:14:05
