account,queue,status,changed_datetime
13883,LEGAL,HOLD FO,2025-02-15 00:48:21
84211,TRACE,GONEAWAY,2025-02-15 00:56:11
17821,SETTLED,SETTLED,2025-02-15 01:20:58
92829,INSOLVENCY,INS1,2025-02-15 02:08:25
95948,COLLECTIONS,TELSOLUTIONS4,2025-02-15 02:23:55
62495,LEGAL,LEG VERIF 2,2025-02-15 02:41:24
81634,COLLECTIONS,CASSIST2,2025-02-15 04:51:45
47450,OTHER,ARCHIVED,2025-02-15 07:50:16
79521,SETTLED,SETTLED,2025-02-15 10:11:28
33347,TRACE,GONEAWAY,2025-02-15 12:03:18
73732,OTHER,ARCHIVED,2025-02-15 12:39:46
86543,LEGAL,LEG VERIF 1,2025-02-15 12:41:24
85466,SETTLED,SETTLED,2025-02-15 12:50:19
46992,OTHER,ARCHIVED,2025-02-15 13:05:26
21399,LEGAL,LEG VERIF 2,2025-02-15 14:41:19
95324,COLLECTIONS,TELSOLUTIONS4,2025-02-15 14:46:38
30531,PAYING,PAY PROP,2025-02-15 18:40:25
