account,queue,status,changed_datetime
82324,LEGAL,LEG_TIT,2025-08-27 01:14:51
61582,TRACE,GONEAWAY,2025-08-27 05:57:30
36459,INSOLVENCY,INS2,2025-08-27 06:10:36
60048,TRACE,GONEAWAY,2025-08-27 07:01:42
66216,OTHER,ARCHIVED,2025-08-27 07:50:08
27482,COLLECTIONS,PRIME,2025-08-27 07:52:57
16198,PAYING,PAY CURR,2025-08-27 09:38:19
67701,COLLECTIONS,CASSIST2,2025-08-27 12:48:27
82269,COLLECTIONS,TELSOLUTIONS1,2025-08-27 14:45:08
84845,PAYING,PAY CURR,2025-08-27 15:04:49
46155,INSOLVENCY,INS3,2025-08-27 16:52:22
91558,INSOLVENCY,INS4,2025-08-27 19:15:29
81469,TRACE,GONEAWAY,2025-08-27 20:34:00
46494,SETTLED,SETTLED,2025-08-27 21:35:28
19086,SETTLED,SETTLED,2025-08-27 22:13:36
