account,queue,status,changed_datetime
90869,COLLECTIONS,PRIME_D,2024-12-09 03:38:16
88654,COLLECTIONS,PRIME,2024-12-09 03:44:28
39313,COLLECTIONS,CASSIST2,2024-12-09 04:43:32
21453,PAYING,PAY PROP,2024-12-09 05:34:38
60001,LEGAL,LEG_NOT,2024-12-09 05:46:20
77917,COLLECTIONS,CASSIST2,2024-12-09 06:27:15
10474,LEGAL,LEG_TIT,2024-12-09 06:30:53
95230,COLLECTIONS,CANCEL2,2024-12-09 07:57:15
63848,OTHER,ARCHIVED,2024-12-09 08:03:15
55047,COLLECTIONS,PRIME_D,2024-12-09 11:11:47
58434,TRACE,GONEAWAY,2024-12-09 13:30:20
54718,LEGAL,LEG VERIF 2,2024-12-09 13:31:07
41546,SETTLED,SETTLED,2024-12-09 17:06:17
99694,SETTLED,SETTLED,2024-12-09 17:13:05
77521,COLLECTIONS,PRIME_D,2024-12-09 18:26:32
42247,OTHER,ARCHIVED,2024-12-09 19:50:30
50973,COLLECTIONS,CANCEL2,2024-12-09 20:07:28
91099,OTHER,ARCHIVED,2024-12-09 23:10:08
61934,TRACE,GONEAWAY,2024-12-09 23:17:09
16077,LEGAL,HOLD FO,2024-12-09 23:29:31
