account,queue,status,changed_datetime
99755,LEGAL,LEG VERIF 1,2025-07-26 00:35:11
86543,PAYING,PAY PROP,2025-07-26 01:30:52
61550,INSOLVENCY,INS2,2025-07-26 07:12:53
73556,TRACE,GONEAWAY,2025-07-26 09:31:18
69791,SETTLED,SETTLED,2025-07-26 11:44:09
34002,COLLECTIONS,CASSIST2,2025-07-26 16:59:11
19523,TRACE,GONEAWAY,2025-07-26 20:37:13
72278,LEGAL,LEG_NOT,2025-07-26 20:47:23
91173,PAYING,PAY CURR,2025-07-26 21:00:37
50973,PAYING,PAY PROP,2025-07-26 21:20:21
25073,INSOLVENCY,INS3,2025-07-26 22:23:11
60048,TRACE,GONEAWAY,2025-07-26 22:39:39
21453,INSOLVENCY,INS1,2025-07-26 23:02:51
84455,LEGAL,LEG VERIF 1,2025-07-26 23:13:16
