account,queue,status,changed_datetime
27620,TRACE,GONEAWAY,2025-08-28 00:09:42
78633,COLLECTIONS,CASSIST2,2025-08-28 01:41:05
55992,OTHER,ARCHIVED,2025-08-28 02:57:44
98172,INSOLVENCY,INS2,2025-08-28 04:33:26
46992,LEGAL,LEG VERIF 1,2025-08-28 05:35:10
21418,SETTLED,SETTLED,2025-08-28 09:26:22
30531,TRACE,GONEAWAY,2025-08-28 09:33:03
87432,INSOLVENCY,INS3,2025-08-28 11:29:15
71048,INSOLVENCY,INSP,2025-08-28 11:31:19
39175,PAYING,PAY CURR,2025-08-28 11:44:57
54341,PAYING,PAY CURR,2025-08-28 12:58:27
28504,COLLECTIONS,TELSOLUTIONS1,2025-08-28 13:45:24
97989,INSOLVENCY,INS2,2025-08-28 14:13:02
13416,SETTLED,SETTLED,2025-08-28 14:58:46
98298,SETTLED,SETTLED,2025-08-28 16:37:51
82324,LEGAL,LEG VERIF 1,2025-08-28 18:34:17
67504,TRACE,GONEAWAY,2025-08-28 22:30:53
86347,TRACE,GONEAWAY,2025-08-28 23:20:27
37988,INSOLVENCY,INS3,2025-08-28 23:25:10
61708,OTHER,ARCHIVED,2025-08-28 23:44:43
