account,queue,status,changed_datetime
20507,LEGAL,LEG_TIT,2025-07-13 00:50:00
37744,PAYING,PAY PROP,2025-07-13 02:21:38
77262,OTHER,ARCHIVED,2025-07-13 02:25:58
89946,COLLECTIONS,CANCEL4,2025-07-13 03:26:13
72838,COLLECTIONS,PRIME,2025-07-13 03:43:18
26232,PAYING,PAY CURR,2025-07-13 04:04:21
48786,COLLECTIONS,CANCEL4,2025-07-13 07:01:19
43403,TRACE,GONEAWAY,2025-07-13 09:59:09
71914,SETTLED,SETTLED,2025-07-13 10:26:43
62692,PAYING,PAY CURR,2025-07-13 11:01:01
44476,INSOLVENCY,INSP,2025-07-13 13:36:25
98909,PAYING,PAY CURR,2025-07-13 13:38:59
97730,LEGAL,LEG VERIF 1,2025-07-13 14:20:55
89176,OTHER,ARCHIVED,2025-07-13 17:19:08
98254,INSOLVENCY,INS2,2025-07-13 17:39:49
16198,OTHER,ARCHIVED,2025-07-13 20:34:50
13883,PAYING,PAY PROP,2025-07-13 22:18:45
97132,SETTLED,SETTLED,2025-07-13 23:38:29
