account,queue,status,changed_datetime
47862,PAYING,PAY CURR,2025-10-04 01:00:16
11254,PAYING,PAY PROP,2025-10-04 01:05:31
11916,COLLECTIONS,PAY OVER,2025-10-04 03:40:59
68436,SETTLED,SETTLED,2025-10-04 04:33:48
87921,LEGAL,LEG_TIT,2025-10-04 04:58:03
28382,INSOLVENCY,INSP,2025-10-04 05:36:42
98172,OTHER,ARCHIVED,2025-10-04 10:30:35
67687,PAYING,PAY CURR,2025-10-04 11:52:49
28442,PAYING,PAY CURR,2025-10-04 12:33:55
45393,OTHER,ARCHIVED,2025-10-04 13:37:36
46662,OTHER,ARCHIVED,2025-10-04 15:27:59
40733,TRACE,GONEAWAY,2025-10-04 15:35:45
26066,TRACE,GONEAWAY,2025-10-04 16:58:11
95599,LEGAL,LEG VERIF 1,2025-10-04 21:05:07
86556,TRACE,GONEAWAY,2025-10-04 22:03:53
