account,queue,status,changed_datetime
58064,OTHER,ARCHIVED,2025-07-20 01:01:33
59791,SETTLED,SETTLED,2025-07-20 02:51:28
17880,TRACE,GONEAWAY,2025-07-20 03:26:41
55044,TRACE,GONEAWAY,2025-07-20 03:40:06
66787,PAYING,PAY PROP,2025-07-20 03:45:28
66138,COLLECTIONS,PRIME_D,2025-07-20 04:09:21
19372,LEGAL,LEG VERIF 1,2025-07-20 08:33:03
86086,INSOLVENCY,INSP,2025-07-20 08:39:32
83620,SETTLED,SETTLED,2025-07-20 10:04:44
67396,LEGAL,LEG_TIT,2025-07-20 10:08:04
88654,OTHER,ARCHIVED,2025-07-20 11:41:54
47450,LEGAL,LEG VERIF 2,2025-07-20 18:20:55
67687,PAYING,PAY PROP,2025-07-20 19:19:32
34650,INSOLVENCY,INS4,2025-07-20 19:46:28
53017,LEGAL,LEG VERIF 2,2025-07-20 22:18:57
