account,queue,status,changed_datetime
97730,LEGAL,HOLD FO,2025-11-10 01:04:33
91558,INSOLVENCY,INS4,2025-11-10 04:03:41
19986,LEGAL,LEG_NOT,2025-11-10 05:18:49
95232,PAYING,PAY CURR,2025-11-10 05:27:42
30531,TRACE,GONEAWAY,2025-11-10 05:45:16
14961,SETTLED,SETTLED,2025-11-10 06:47:43
22385,INSOLVENCY,INS1,2025-11-10 11:04:26
52219,OTHER,ARCHIVED,2025-11-10 13:26:30
94193,OTHER,ARCHIVED,2025-11-10 17:15:30
31527,SETTLED,SETTLED,2025-11-10 19:09:22
54296,TRACE,GONEAWAY,2025-11-10 19:38:09
42494,COLLECTIONS,PRIME,2025-11-10 23:49:33
40198,PAYING,PAY PROP,2025-11-10 23:59:44
