account,queue,status,changed_datetime
85441,OTHER,ARCHIVED,2025-06-07 00:37:10
82487,LEGAL,LEG VERIF 2,2025-06-07 01:42:56
70629,PAYING,PAY CURR,2025-06-07 08:19:05
11449,PAYING,PAY CURR,2025-06-07 09:17:41
21698,INSOLVENCY,INS2,2025-06-07 10:20:20
59505,LEGAL,HOLD FO,2025-06-07 10:57:43
34083,OTHER,ARCHIVED,2025-06-07 11:38:46
53017,COLLECTIONS,PRIME,2025-06-07 14:09:06
63538,COLLECTIONS,PRIME,2025-06-07 16:58:00
88716,PAYING,PAY PROP,2025-06-07 17:19:02
29600,PAYING,PAY PROP,2025-06-07 17:22:22
99694,COLLECTIONS,CANCEL4,2025-06-07 18:49:23
40079,OTHER,ARCHIVED,2025-06-07 19:08:03
63368,LEGAL,HOLD FO,2025-06-07 20:24:26
85922,PAYING,PAY PROP,2025-06-07 20:28:15
63223,PAYING,PAY PROP,2025-06-07 20:54:01
46155,INSOLVENCY,INS1,2025-06-07 21:33:36
