account,queue,status,changed_datetime
39966,SETTLED,SETTLED,2025-07-02 00:12:26
57819,COLLECTIONS,CANCEL4,2025-07-02 00:58:51
59344,COLLECTIONS,PRIME,2025-07-02 02:58:34
89637,TRACE,GONEAWAY,2025-07-02 03:03:55
37628,LEGAL,LEG VERIF 1,2025-07-02 04:30:53
98298,TRACE,GONEAWAY,2025-07-02 04:33:23
65428,OTHER,ARCHIVED,2025-07-02 04:49:45
59502,OTHER,ARCHIVED,2025-07-02 05:49:31
79212,LEGAL,LEG_NOT,2025-07-02 09:15:57
18486,COLLECTIONS,TELSOLUTIONS4,2025-07-02 09:52:58
66158,COLLECTIONS,CASSIST2,2025-07-02 11:05:24
85922,TRACE,GONEAWAY,2025-07-02 11:32:32
53016,SETTLED,SETTLED,2025-07-02 12:00:14
26096,PAYING,PAY PROP,2025-07-02 15:57:36
77535,PAYING,PAY CURR,2025-07-02 16:18:09
90213,SETTLED,SETTLED,2025-07-02 16:42:46
82269,PAYING,PAY CURR,2025-07-02 16:58:01
62595,INSOLVENCY,INS4,2025-07-02 21:38:16
39453,TRACE,GONEAWAY,2025-07-02 22:50:23
