account,queue,status,changed_datetime
18838,TRACE,GONEAWAY,2025-04-26 01:07:55
32552,INSOLVENCY,INSP,2025-04-26 03:17:06
46662,OTHER,ARCHIVED,2025-04-26 03:53:31
61708,SETTLED,SETTLED,2025-04-26 04:02:12
66216,LEGAL,LEG VERIF 1,2025-04-26 05:35:38
98909,PAYING,PAY PROP,2025-04-26 05:52:01
55558,COLLECTIONS,PAY OVER,2025-04-26 07:12:18
85922,OTHER,ARCHIVED,2025-04-26 09:03:22
90725,LEGAL,LEG VERIF 1,2025-04-26 15:24:47
97280,LEGAL,LEG VERIF 1,2025-04-26 16:53:24
98254,INSOLVENCY,INS3,2025-04-26 19:16:01
98298,TRACE,GONEAWAY,2025-04-26 19:32:26
14117,TRACE,GONEAWAY,2025-04-26 20:05:23
90869,COLLECTIONS,TELSOLUTIONS4,2025-04-26 23:08:04
