account,queue,status,changed_datetime
19675,TRACE,GONEAWAY,2025-08-09 02:11:19
47933,LEGAL,LEG_NOT,2025-08-09 02:25:14
12247,COLLECTIONS,PAY OVER,2025-08-09 02:48:48
19675,LEGAL,LEG VERIF 1,2025-08-09 03:44:39
58120,TRACE,GONEAWAY,2025-08-09 05:29:36
67396,TRACE,GONEAWAY,2025-08-09 06:01:04
17320,PAYING,PAY PROP,2025-08-09 06:27:53
77395,LEGAL,LEG VERIF 1,2025-08-09 07:13:20
43108,TRACE,GONEAWAY,2025-08-09 09:37:17
19949,INSOLVENCY,INS3,2025-08-09 13:41:15
70180,OTHER,ARCHIVED,2025-08-09 13:58:59
55558,INSOLVENCY,INS4,2025-08-09 14:49:05
67303,PAYING,PAY CURR,2025-08-09 16:14:06
68436,TRACE,GONEAWAY,2025-08-09 16:30:21
77356,COLLECTIONS,TELSOLUTIONS1,2025-08-09 18:23:47
66755,TRACE,GONEAWAY,2025-08-09 18:45:31
56961,COLLECTIONS,PRIME_D,2025-08-09 21:11:27
73556,INSOLVENCY,INS3,2025-08-09 21:32:46
77535,COLLECTIONS,CANCEL2,2025-08-09 21:48:50
16077,LEGAL,LEG VERIF 1,2025-08-09 22:42:39
