account,queue,status,changed_datetime
68436,TRACE,GONEAWAY,2025-03-08 02:43:54
62345,PAYING,PAY CURR,2025-03-08 04:40:34
60048,PAYING,PAY CURR,2025-03-08 04:59:01
89612,INSOLVENCY,INS3,2025-03-08 05:25:38
71914,SETTLED,SETTLED,2025-03-08 05:38:50
90467,TRACE,GONEAWAY,2025-03-08 05:46:26
46545,COLLECTIONS,CANCEL4,2025-03-08 09:05:49
66158,LEGAL,LEG_NOT,2025-03-08 09:27:29
61582,COLLECTIONS,TELSOLUTIONS4,2025-03-08 12:15:30
14961,LEGAL,LEG_TIT,2025-03-08 13:10:24
95274,SETTLED,SETTLED,2025-03-08 14:52:30
95274,OTHER,ARCHIVED,2025-03-08 15:26:56
12247,INSOLVENCY,INSP,2025-03-08 15:59:50
15680,SETTLED,SETTLED,2025-03-08 17:37:50
79521,INSOLVENCY,INS3,2025-03-08 18:35:55
28442,COLLECTIONS,CANCEL2,2025-03-08 20:25:39
69791,TRACE,GONEAWAY,2025-03-08 20:59:29
55558,PAYING,PAY CURR,2025-03-08 21:19:11
40540,INSOLVENCY,INSP,2025-03-08 22:58:09
15004,PAYING,PAY CURR,2025-03-08 23:11:40
