account,queue,status,changed_datetime
52609,TRACE,GONEAWAY,2025-10-16 00:13:25
42371,INSOLVENCY,INS2,2025-10-16 01:54:34
37988,SETTLED,SETTLED,2025-10-16 05:02:58
68861,INSOLVENCY,INS1,2025-10-16 11:18:41
77535,TRACE,GONEAWAY,2025-10-16 12:41:52
90213,COLLECTIONS,PRIME_D,2025-10-16 14:23:16
91678,SETTLED,SETTLED,2025-10-16 14:48:42
21453,TRACE,GONEAWAY,2025-10-16 15:43:13
40733,INSOLVENCY,INS4,2025-10-16 15:53:47
47808,SETTLED,SETTLED,2025-10-16 18:05:07
19986,LEGAL,LEG VERIF 2,2025-10-16 20:07:21
46986,INSOLVENCY,INSP,2025-10-16 22:24:32
